time_s,disp_m,accel_rel_ms2,force_N
5.11000000,0.00348217,-0.88955773,14.79921365
5.12000000,0.00370199,-0.74442443,15.73344738
5.13000000,0.00382938,-0.88640693,16.27486821
5.14000000,0.00387362,-0.98964065,16.46288585
5.15000000,0.00383719,-0.77858612,16.30806105
5.16000000,0.00372023,-0.51542731,15.81098476
5.17000000,0.00354775,-0.20032416,15.07792941
5.18000000,0.00334283,0.02436331,14.20704326
5.19000000,0.00313223,0.19882532,13.31196556
5.20000000,0.00295169,0.66426171,12.54468408
5.21000000,0.00280890,0.78873881,11.93780737
5.22000000,0.00273993,0.87452480,11.64469710
5.23000000,0.00274933,0.82160402,11.68466992
5.24000000,0.00285442,1.01253734,12.13126627
5.25000000,0.00303962,0.87634461,12.91839005
5.26000000,0.00331384,0.69970337,14.08383545
5.27000000,0.00365563,0.38663321,15.53643177
5.28000000,0.00405691,0.33353094,17.24185409
5.29000000,0.00447506,-0.07559959,19.01901317
5.30000000,0.00489566,-0.48922262,20.80655788
5.31000000,0.00528060,-0.84440380,22.44254932
5.32000000,0.00559315,-1.13614357,23.77088845
5.33000000,0.00581491,-1.11728080,24.71336695
5.34000000,0.00592940,-0.99990694,25.19993055
5.35000000,0.00594234,-0.85476170,25.25496415
5.36000000,0.00586958,-0.64173029,24.94572815
5.37000000,0.00572885,-0.39822643,24.34759759
5.38000000,0.00552764,-0.44599849,23.49245238
5.39000000,0.00529901,-0.17388125,22.52081007
5.40000000,0.00505869,0.34809584,21.49945098
5.41000000,0.00483304,0.72824508,20.54043415
5.42000000,0.00467009,1.09596721,19.84788986
5.43000000,0.00457088,0.73042136,19.42624171
